frame_idx,x1,y1,x2,y2,confidence,class_id
560,10.96,86.36,376.85,341.02,0.897,0
561,10.63,84.35,377.93,340.69,0.8967,0
562,11.3,86.28,377.1,340.9,0.8977,0
563,10.7,83.8,378.67,341.52,0.8975,0
564,10.86,86.1,377.39,341.11,0.898,0
565,11.27,86.22,377.34,341.03,0.8988,0
566,11.69,86.35,377.74,340.14,0.901,0
567,11.4,86.3,377.94,341.04,0.9012,0
568,11.85,85.94,378.02,341.45,0.9026,0
569,11.99,86.15,377.88,341.89,0.9043,0
570,12.1,86.53,378.04,341.36,0.9042,0
571,11.92,86.77,377.9,342.05,0.9062,0
572,12.1,86.6,377.89,342.87,0.9062,0
573,12.36,85.83,377.51,342.38,0.9046,0
574,12.18,86.46,377.93,342.03,0.9034,0
575,12.25,86.4,377.81,342.16,0.9039,0
576,12.32,86.47,377.99,341.7,0.9038,0
577,12.1,86.75,378.46,340.88,0.906,0
578,11.47,85.6,378.0,339.47,0.9064,0
579,11.66,85.71,378.07,338.48,0.9057,0
580,11.62,85.75,378.13,338.85,0.9053,0
581,12.13,85.71,378.2,339.1,0.9039,0
582,12.25,84.91,378.13,339.37,0.9018,0
583,12.81,85.19,378.26,339.96,0.903,0
584,13.22,85.71,377.84,340.0,0.9032,0
585,13.51,85.61,377.88,339.95,0.9028,0
586,13.45,85.69,377.92,339.1,0.9015,0
587,13.68,84.73,378.14,339.03,0.9009,0
588,13.29,84.8,377.88,337.86,0.9021,0
589,12.84,84.93,378.26,336.92,0.8997,0
590,13.05,84.97,378.21,338.16,0.8972,0
591,13.0,83.67,377.99,338.1,0.8925,0
592,14.89,83.01,379.62,336.9,0.8991,0
593,14.78,83.17,380.27,338.56,0.9063,0
594,14.32,82.84,380.4,339.07,0.906,0
595,14.3,82.52,379.97,339.05,0.9058,0
596,14.22,81.72,379.85,340.13,0.9057,0
597,13.72,80.98,379.88,339.74,0.9017,0
598,14.19,80.37,380.06,340.23,0.8998,0
599,14.32,80.21,380.19,340.85,0.8997,0
600,14.62,80.21,379.25,339.81,0.8974,0
601,15.16,80.51,378.71,339.89,0.8993,0
602,14.76,80.31,378.73,339.6,0.8992,0
603,15.28,80.34,378.36,338.59,0.9011,0
604,15.15,79.85,378.13,337.62,0.8951,0
605,11.04,78.2,378.6,337.4,0.8959,0
606,10.44,77.77,379.07,337.9,0.8958,0
607,10.93,77.45,379.13,337.63,0.896,0
608,10.78,77.84,379.55,337.04,0.8943,0
609,10.78,77.36,378.88,336.01,0.8943,0
610,10.69,76.93,378.39,336.53,0.8921,0
611,13.14,76.3,379.08,335.56,0.8926,0
612,13.6,76.51,378.97,335.29,0.8954,0
613,11.17,74.26,377.02,334.96,0.8969,0
614,10.83,73.44,376.96,335.87,0.8984,0
615,11.09,72.8,375.94,335.89,0.8998,0
616,11.81,71.83,375.67,334.35,0.9029,0
617,11.63,71.74,375.59,334.06,0.9031,0
618,14.34,72.8,378.23,333.06,0.9043,0
619,14.05,71.61,378.1,333.03,0.9084,0
620,14.36,71.29,377.73,333.0,0.91,0
621,15.02,71.16,377.87,333.55,0.9062,0
622,14.37,70.64,377.68,333.64,0.9121,0
623,14.58,70.2,377.62,333.6,0.915,0
624,15.15,70.08,377.72,333.86,0.9136,0
625,16.01,69.79,377.61,334.31,0.9129,0
626,15.82,69.35,377.99,334.85,0.9081,0
627,16.26,67.84,378.33,335.09,0.9069,0
628,16.3,68.04,378.22,335.07,0.9085,0
629,17.56,68.49,378.57,335.19,0.9039,0
630,17.79,65.65,378.52,334.45,0.9065,0
631,17.85,64.97,378.41,334.49,0.9059,0
632,19.34,63.06,377.13,334.61,0.9045,0
633,18.88,63.68,378.4,333.68,0.9079,0
634,20.38,62.88,378.1,334.23,0.9046,0
635,19.08,60.6,376.15,336.04,0.9046,0
636,22.97,61.19,377.53,336.41,0.9069,0
637,22.65,60.93,377.22,335.9,0.9054,0
638,23.03,60.38,377.97,334.61,0.9059,0
639,20.26,61.24,380.12,332.23,0.9087,0
640,24.58,62.27,376.11,336.15,0.9147,0
641,21.41,60.11,379.27,333.59,0.9105,0
642,21.29,59.98,380.17,333.27,0.905,0
643,21.24,59.43,381.09,333.18,0.904,0
644,22.01,59.3,382.21,332.16,0.9046,0
645,19.2,57.45,381.33,334.15,0.9035,0
646,25.64,56.91,381.51,334.02,0.9072,0
647,26.1,56.9,381.38,334.3,0.9031,0
648,26.73,56.44,381.85,333.12,0.9038,0
649,20.6,56.06,381.61,333.49,0.9053,0
650,21.85,55.91,380.73,333.93,0.9062,0
651,22.23,55.99,380.71,334.31,0.9051,0
652,21.64,55.89,381.18,334.56,0.9035,0
653,23.44,55.26,381.13,334.12,0.9045,0
654,23.0,54.71,382.52,335.3,0.9091,0
655,27.82,54.68,384.2,335.67,0.9119,0
656,22.83,53.61,386.21,334.31,0.9108,0
657,22.18,52.87,385.87,333.44,0.9108,0
658,27.74,54.31,386.35,333.55,0.9092,0
659,27.85,54.06,384.65,333.17,0.9088,0
660,28.14,53.56,386.26,332.25,0.9061,0
661,25.78,52.05,386.53,330.84,0.9063,0
662,25.45,52.24,387.43,331.82,0.9099,0
663,25.95,51.79,388.38,332.35,0.9063,0
664,29.3,51.29,387.35,331.78,0.9016,0
665,29.53,50.66,387.93,332.08,0.9053,0
666,30.68,50.07,388.93,332.75,0.9054,0
667,31.14,49.99,389.67,332.49,0.903,0
668,31.03,49.27,392.05,333.0,0.9065,0
669,32.89,48.54,391.58,334.73,0.9118,0
670,32.85,48.46,391.42,334.46,0.9151,0
671,32.91,48.62,391.45,334.94,0.9137,0
672,32.46,48.16,395.56,334.12,0.9119,0
673,33.63,47.46,396.06,333.88,0.9095,0
674,33.59,47.18,397.25,332.49,0.9079,0
675,34.28,47.42,398.23,334.01,0.9063,0
676,35.65,47.11,402.02,333.75,0.9071,0
677,36.32,47.33,401.53,332.74,0.9096,0
678,36.35,47.3,402.93,333.3,0.9114,0
679,36.32,46.98,404.84,333.55,0.913,0
680,36.79,47.22,405.63,333.64,0.9115,0
681,37.77,47.09,405.38,332.87,0.9074,0
682,37.76,46.87,405.97,332.55,0.9082,0
683,37.84,46.61,406.21,332.92,0.9071,0
684,38.39,46.72,406.76,333.01,0.9087,0
685,39.1,46.59,407.47,332.89,0.9096,0
686,41.24,46.11,418.46,334.75,0.9074,0
687,41.4,45.97,420.85,334.56,0.9066,0
688,42.32,46.1,421.83,334.92,0.9045,0
689,44.05,46.59,412.59,332.0,0.9018,0
690,44.17,46.43,412.97,333.08,0.9075,0
691,42.59,46.16,412.08,334.49,0.9072,0
692,43.87,45.78,413.41,332.61,0.9069,0
693,42.87,45.94,423.12,335.69,0.9098,0
694,43.6,45.72,414.83,332.77,0.9085,0
695,43.63,45.72,415.14,332.14,0.9098,0
696,43.05,45.47,415.04,332.14,0.9114,0
697,43.34,45.29,415.28,331.6,0.9082,0
698,43.33,44.84,415.85,331.02,0.9095,0
699,43.46,44.43,417.35,330.11,0.9078,0
700,43.08,44.83,418.25,330.17,0.9081,0
701,43.2,44.42,418.13,330.61,0.908,0
702,41.76,45.18,417.37,332.56,0.9069,0
703,43.27,44.49,418.01,330.78,0.9068,0
704,43.36,44.56,419.44,331.62,0.9092,0
705,43.55,44.44,419.99,330.65,0.9108,0
706,43.63,44.45,420.37,330.18,0.9101,0
707,43.87,44.47,420.53,330.27,0.9085,0
708,44.01,44.38,420.9,330.38,0.9101,0
709,44.37,43.52,421.28,330.42,0.9075,0
710,44.34,43.34,420.97,330.64,0.904,0
711,44.63,43.27,421.02,330.6,0.9036,0
712,44.16,44.01,421.41,333.19,0.9032,0
713,44.66,43.37,421.4,330.72,0.9039,0
714,44.63,44.22,421.39,333.65,0.9026,0
715,45.15,44.25,422.13,333.74,0.9021,0
716,45.33,43.89,424.1,333.88,0.9013,0
717,45.1,44.27,428.23,331.08,0.9012,0
718,45.33,44.23,426.68,330.75,0.9006,0
719,45.28,44.13,424.29,330.55,0.9001,0
720,44.76,44.27,423.43,330.18,0.8984,0
721,45.25,44.27,425.81,332.98,0.8944,0
722,45.96,43.81,427.89,332.78,0.895,0
723,45.57,43.53,428.79,331.64,0.8933,0
724,45.28,42.16,431.02,331.93,0.8931,0
725,45.22,41.18,429.42,331.49,0.8909,0
726,45.04,41.43,431.3,331.01,0.888,0
727,44.62,41.28,430.9,330.62,0.8874,0
728,43.02,40.9,434.72,329.86,0.8864,0
729,42.78,39.79,431.11,330.06,0.8882,0
730,43.18,39.46,435.55,329.93,0.8901,0
731,43.86,38.51,433.36,329.37,0.8916,0
732,45.24,38.56,432.61,329.35,0.8905,0
733,45.12,38.1,435.06,329.37,0.889,0
734,44.97,37.11,434.61,330.27,0.8918,0
735,44.72,37.52,435.59,330.21,0.8905,0
736,45.25,37.21,434.64,329.5,0.8893,0
737,45.84,37.23,435.83,329.3,0.8907,0
738,46.24,36.68,434.69,329.54,0.8881,0
739,40.16,36.13,435.41,329.97,0.8872,0
740,40.71,36.16,435.0,329.11,0.886,0
741,41.51,36.01,434.99,329.56,0.8859,0
742,46.36,36.14,435.44,329.55,0.8853,0
743,46.3,36.87,433.92,329.11,0.8846,0
744,40.1,36.12,435.37,328.87,0.8839,0
745,39.17,35.97,435.97,329.08,0.8862,0
746,41.07,36.07,435.87,329.3,0.8843,0
747,40.17,36.21,435.36,329.41,0.8828,0
748,46.38,36.31,436.32,328.33,0.8843,0
749,46.79,36.26,437.53,326.88,0.8833,0
750,47.15,36.24,438.24,326.51,0.8847,0
751,47.02,36.66,443.86,326.55,0.8848,0
752,46.49,35.64,444.36,327.12,0.8801,0
753,46.2,34.66,447.39,325.21,0.8801,0
754,46.8,34.38,443.04,325.64,0.8763,0
755,46.86,33.37,444.98,323.89,0.8727,0
756,46.47,33.23,445.53,323.35,0.873,0
757,46.62,33.22,445.48,323.87,0.8728,0
758,46.65,33.21,446.25,323.65,0.8742,0
759,46.8,33.3,444.97,323.19,0.8704,0
760,47.24,33.56,448.36,323.38,0.8736,0
761,47.81,33.7,448.19,323.09,0.8714,0
762,47.95,33.26,445.64,323.66,0.8702,0
763,47.14,33.64,444.03,323.64,0.8683,0
764,46.92,34.34,447.53,323.64,0.8667,0
765,47.49,34.2,447.84,324.2,0.8627,0
766,48.26,34.74,446.5,324.16,0.8662,0
767,48.32,34.94,446.46,324.22,0.8667,0
768,48.37,34.85,453.38,324.11,0.8671,0
769,48.38,35.03,453.79,324.1,0.8667,0
770,48.74,35.05,452.38,323.38,0.8627,0
771,48.71,35.65,452.1,323.44,0.8643,0
772,48.58,35.57,453.75,323.5,0.8636,0
773,48.58,35.52,453.7,323.69,0.8651,0
774,48.58,35.5,455.25,323.76,0.8639,0
775,48.58,35.83,451.94,323.56,0.8625,0
776,48.61,35.85,451.04,324.36,0.8694,0
777,48.73,35.92,452.28,323.96,0.8694,0
778,48.71,35.95,451.99,323.61,0.8685,0
779,48.42,36.15,451.63,323.35,0.8696,0
780,48.23,37.07,451.95,323.67,0.8708,0
781,48.17,38.11,453.16,323.97,0.8708,0
782,48.07,39.2,453.09,323.75,0.8713,0
783,48.04,40.07,452.97,323.57,0.8727,0
784,47.72,39.5,452.19,323.48,0.8741,0
785,46.81,39.84,453.27,323.24,0.873,0
786,46.46,40.05,453.63,323.42,0.8744,0
787,46.74,40.34,452.62,323.23,0.8755,0
788,45.62,40.05,451.09,323.4,0.8712,0
789,46.29,40.09,452.16,323.63,0.8716,0
790,46.43,41.4,452.77,323.1,0.8711,0
791,46.7,41.04,450.41,323.89,0.8749,0
792,46.58,41.97,449.22,323.82,0.8769,0
793,47.44,42.39,448.35,323.88,0.8776,0
794,46.77,42.49,448.04,324.7,0.8815,0
795,46.65,42.38,449.67,324.68,0.8838,0
796,46.46,42.36,448.49,323.86,0.8804,0
797,46.29,42.93,454.33,323.22,0.8824,0
798,45.3,43.28,457.04,323.68,0.8859,0
799,44.95,43.13,457.75,323.61,0.8854,0
800,43.44,42.89,453.69,323.96,0.8824,0
801,43.66,43.27,450.78,323.58,0.8764,0
802,43.36,43.25,450.95,324.47,0.8785,0
803,43.79,43.39,451.24,325.02,0.8785,0
804,43.96,43.38,448.67,325.02,0.8761,0
805,42.79,43.37,454.44,324.14,0.882,0
806,42.75,42.89,454.39,323.85,0.8828,0
807,42.92,43.22,454.28,323.6,0.8834,0
808,43.13,43.33,455.76,323.49,0.8829,0
809,43.23,43.26,454.01,322.95,0.8809,0
810,42.96,43.53,451.1,324.26,0.88,0
811,42.52,43.49,456.0,324.74,0.8854,0
812,43.04,44.0,455.52,324.42,0.8836,0
813,43.13,43.93,452.49,324.52,0.8825,0
814,43.35,43.84,452.69,324.92,0.8849,0
815,43.0,43.93,452.86,324.33,0.8866,0
816,42.39,43.69,456.52,325.15,0.8903,0
817,42.68,43.57,457.26,325.69,0.8912,0
818,42.05,43.68,457.1,326.87,0.8927,0
819,42.04,43.64,456.61,327.12,0.894,0
820,41.73,43.53,461.13,327.23,0.897,0
821,42.38,43.72,458.34,327.36,0.8968,0
822,42.48,43.93,449.55,327.12,0.893,0
823,41.96,43.94,446.64,327.74,0.8912,0
824,42.51,43.78,454.61,327.85,0.8958,0
825,42.14,43.45,458.01,327.55,0.8968,0
826,41.25,43.52,458.63,327.69,0.8963,0
827,41.31,43.44,460.04,327.74,0.8974,0
828,41.31,43.24,458.14,327.5,0.8957,0
829,42.28,43.38,454.02,327.2,0.8943,0
830,42.78,42.5,447.52,326.91,0.8944,0
831,43.31,41.52,444.72,327.69,0.8945,0
832,43.78,41.31,438.43,327.68,0.8952,0
833,43.61,41.44,436.73,327.88,0.8956,0
834,43.39,41.72,445.88,328.02,0.8969,0
835,43.38,41.45,440.06,328.04,0.8943,0
836,44.48,41.19,440.53,328.91,0.8961,0
837,44.82,41.64,443.88,328.69,0.8972,0
838,44.08,40.93,444.37,328.66,0.8944,0
839,44.33,40.05,446.63,328.18,0.8931,0
840,45.35,39.62,439.15,328.32,0.8953,0
841,46.74,39.68,440.07,328.47,0.8963,0
842,47.38,38.71,438.63,328.84,0.8973,0
843,46.78,38.76,432.53,328.85,0.8981,0
844,47.53,39.04,430.02,327.22,0.8934,0
845,47.41,38.03,433.97,326.96,0.8917,0
846,47.52,37.62,438.93,326.43,0.8904,0
847,47.71,37.92,438.63,326.31,0.8907,0
848,47.0,37.55,444.57,326.9,0.891,0
849,46.19,37.24,447.11,326.83,0.8902,0
850,45.93,36.94,454.63,327.24,0.8893,0
851,46.39,36.71,455.8,327.9,0.8917,0
852,47.81,36.6,453.61,329.58,0.8977,0
853,47.55,36.95,450.98,330.66,0.8996,0
854,47.03,36.23,455.51,330.75,0.8962,0
855,47.44,36.17,457.63,329.71,0.8942,0
856,47.45,36.12,457.08,329.8,0.8939,0
857,47.53,35.68,456.06,329.55,0.8949,0
858,47.87,35.97,454.67,330.53,0.8935,0
859,48.09,35.82,453.7,331.12,0.8941,0
860,47.62,35.61,458.11,332.02,0.8926,0
861,47.85,35.6,455.66,330.79,0.8851,0
862,48.56,36.0,455.4,330.46,0.8866,0
863,49.62,34.87,456.25,330.21,0.8823,0
864,50.29,34.43,454.79,328.08,0.8767,0
865,50.22,33.87,456.83,328.91,0.8806,0
866,51.39,35.55,456.12,328.74,0.879,0
867,51.42,32.86,455.7,330.16,0.883,0
868,52.28,32.93,455.19,328.44,0.88,0
869,52.85,29.83,455.34,328.99,0.8789,0
870,53.88,28.42,455.82,328.37,0.8713,0
871,55.99,28.69,454.96,329.41,0.8753,0
872,52.69,29.91,451.04,333.14,0.8895,0
873,51.42,29.8,450.73,331.78,0.8925,0
874,52.01,28.78,449.97,331.13,0.8897,0
875,53.47,29.4,450.32,329.78,0.8841,0
876,53.86,29.13,449.62,330.57,0.8906,0
877,53.71,28.75,449.13,329.49,0.8874,0
878,54.34,28.17,449.26,330.08,0.8949,0
879,54.39,28.05,448.35,330.0,0.8946,0
880,55.04,28.18,448.14,331.53,0.8952,0
881,56.0,28.62,447.22,329.98,0.9048,0
882,55.93,27.22,445.6,329.09,0.9086,0
883,56.58,27.34,443.62,327.67,0.9091,0
884,56.45,26.73,443.69,329.33,0.9006,0
885,55.85,26.23,442.75,328.38,0.8898,0
886,57.18,26.55,441.36,327.85,0.8999,0
887,58.23,27.64,440.76,326.19,0.8959,0
888,57.73,27.57,439.97,327.63,0.8975,0
889,57.8,27.42,439.47,329.06,0.8981,0
890,57.93,27.32,438.01,332.73,0.9014,0
891,57.94,27.66,438.23,332.73,0.8928,0
892,61.74,26.8,436.03,325.19,0.8851,0
893,62.04,27.0,435.32,323.89,0.8858,0
894,62.25,27.8,434.04,323.78,0.8861,0
895,62.58,27.76,431.45,322.71,0.8807,0
896,62.53,27.74,429.81,321.94,0.8841,0
897,62.96,27.88,430.27,321.82,0.8852,0
898,63.36,29.06,426.3,321.9,0.8817,0
899,63.78,29.34,425.12,321.66,0.8822,0
900,63.75,29.98,423.14,320.72,0.8815,0
901,64.2,31.07,418.7,321.15,0.886,0
902,64.99,31.8,417.32,321.72,0.8911,0
903,65.68,32.93,416.64,320.47,0.8891,0
904,66.35,33.13,415.7,319.24,0.8837,0
905,68.12,34.91,414.23,319.97,0.8846,0
906,69.61,35.06,411.87,321.32,0.8943,0
907,70.55,35.81,408.05,320.4,0.8955,0
908,69.22,35.83,404.7,320.48,0.9035,0
909,69.81,36.1,403.42,317.52,0.8987,0
910,69.77,36.51,402.25,317.49,0.8984,0
911,73.05,37.08,379.45,318.39,0.9002,0
912,69.96,38.5,400.9,316.49,0.9008,0
913,72.62,39.56,394.44,317.22,0.8974,0
914,73.11,40.33,384.15,315.64,0.8999,0
915,73.64,40.97,387.09,315.97,0.9067,0
916,74.48,43.06,391.03,314.98,0.9123,0
917,74.8,42.96,389.75,316.34,0.9163,0
918,75.11,43.28,392.67,316.43,0.9089,0
919,74.9,43.52,392.03,316.76,0.9137,0
920,75.47,44.56,391.2,316.09,0.9132,0
921,75.89,44.97,389.59,314.22,0.9129,0
922,75.99,45.45,388.22,313.81,0.9133,0
923,75.88,46.4,385.1,314.4,0.9057,0
924,76.03,52.71,382.07,308.28,0.9096,0
925,76.05,49.25,383.53,313.66,0.9089,0
926,76.94,54.01,383.19,311.81,0.905,0
927,77.49,54.0,377.02,307.51,0.9098,0
928,77.83,56.24,378.61,308.39,0.9113,0
929,78.77,56.97,378.3,310.34,0.9144,0
930,79.1,56.77,377.32,315.19,0.9129,0
931,78.14,57.63,375.52,316.0,0.9167,0
932,79.99,58.65,374.51,314.05,0.9168,0
933,80.13,59.16,372.91,313.89,0.9172,0
934,80.33,60.14,373.2,312.62,0.9158,0
935,80.41,60.38,373.2,314.7,0.9194,0
936,80.11,60.97,370.57,313.41,0.9119,0
937,81.12,61.74,370.15,313.27,0.9152,0
938,81.15,63.1,371.14,312.15,0.917,0
939,81.35,63.84,369.18,311.21,0.9152,0
940,82.05,64.06,359.23,313.46,0.9109,0
941,82.11,65.88,355.95,313.89,0.9132,0
942,82.6,68.65,354.2,312.56,0.9091,0
943,82.25,71.13,351.98,312.63,0.9157,0
944,82.02,71.52,350.57,312.95,0.9165,0
945,81.59,71.78,351.86,312.1,0.9189,0
946,82.43,71.99,352.14,314.8,0.9203,0
947,81.75,72.69,352.69,315.22,0.9236,0
948,81.23,73.33,350.81,315.64,0.9192,0
949,82.06,73.35,350.73,314.49,0.9161,0
950,82.47,72.25,353.05,313.19,0.9182,0
951,84.01,74.56,352.23,313.18,0.9175,0
952,84.51,75.13,350.73,314.15,0.912,0
953,83.66,75.49,349.72,313.13,0.9141,0
954,85.0,75.34,351.41,314.89,0.9193,0
955,85.4,75.57,351.84,315.01,0.9217,0
956,85.86,76.18,348.02,315.52,0.9098,0
957,85.92,76.32,350.15,313.89,0.9207,0
958,86.36,76.45,349.69,314.13,0.9229,0
959,86.31,76.87,349.36,313.43,0.9181,0
960,86.39,77.1,347.06,312.48,0.9247,0
961,86.7,77.23,345.72,312.95,0.923,0
962,86.44,77.12,346.04,314.63,0.9215,0
963,86.78,77.86,344.74,313.71,0.9242,0
964,86.82,78.38,343.71,312.78,0.923,0
965,87.18,79.2,340.75,312.95,0.9216,0
966,87.26,80.97,341.33,313.14,0.924,0
967,87.14,81.17,340.98,312.28,0.9234,0
968,88.02,81.58,343.47,311.61,0.923,0
969,88.46,81.69,329.64,310.58,0.918,0
970,88.97,82.72,344.58,311.01,0.9172,0
971,89.17,82.91,343.35,310.8,0.9127,0
972,89.09,83.08,344.73,311.42,0.9152,0
973,88.83,83.09,344.11,311.79,0.9147,0
974,88.36,82.98,343.81,311.83,0.913,0
975,88.5,82.78,344.22,311.23,0.9074,0
976,88.92,82.05,346.99,308.01,0.9143,0
977,89.25,82.31,346.26,309.26,0.9172,0
978,89.18,82.09,344.92,307.72,0.9167,0
979,89.46,81.68,344.36,306.86,0.9167,0
980,89.28,81.77,345.39,306.99,0.9144,0
981,89.06,80.6,344.74,308.35,0.9104,0
982,89.8,80.93,345.11,307.33,0.9095,0
983,89.83,80.84,346.02,307.13,0.9089,0
984,90.21,80.94,345.71,308.02,0.9113,0
985,90.2,79.93,346.7,309.03,0.9079,0
986,90.79,80.19,347.1,308.1,0.9022,0
987,91.03,80.43,347.63,309.35,0.9026,0
988,91.22,80.6,347.71,308.48,0.9069,0
989,91.09,80.98,347.4,308.35,0.9098,0
990,91.25,81.47,347.13,307.71,0.9038,0
991,90.84,81.84,346.87,309.56,0.9045,0
992,90.75,81.75,346.39,309.83,0.9099,0
993,90.66,81.59,345.97,309.95,0.9105,0
994,90.62,81.55,345.96,309.38,0.9106,0
995,90.93,81.41,344.89,309.23,0.9092,0
996,91.45,81.57,344.85,306.79,0.9046,0
997,91.92,81.57,345.27,305.82,0.9028,0
998,91.74,81.23,345.55,306.95,0.9019,0
999,91.81,82.54,344.39,307.6,0.9014,0
1000,91.91,82.2,344.46,307.36,0.8986,0
1001,91.52,81.89,343.72,308.62,0.9029,0
1002,91.82,82.12,342.59,307.55,0.9028,0
1003,91.81,81.73,343.0,305.49,0.8997,0
1004,91.73,81.72,343.02,305.77,0.9005,0
1005,91.78,81.52,344.44,305.76,0.9035,0
1006,91.89,80.97,340.38,302.41,0.8979,0
1007,92.5,80.73,335.09,297.98,0.8922,0
1008,92.46,80.13,341.72,299.69,0.8995,0
1009,92.8,79.66,339.71,295.84,0.8989,0
1010,92.88,79.48,339.96,295.55,0.9019,0
1011,93.07,78.69,343.69,292.63,0.9095,0
1012,93.22,78.65,343.42,291.3,0.9099,0
1013,93.15,78.54,344.69,291.06,0.9097,0
1014,93.16,78.61,346.02,290.98,0.9129,0
1015,93.18,78.47,346.03,290.96,0.912,0
1016,93.16,78.31,346.48,290.63,0.912,0
1017,93.12,77.97,347.29,290.61,0.9142,0
1018,93.12,77.99,347.14,290.2,0.9121,0
1019,93.05,77.89,347.87,289.76,0.9129,0
1020,92.76,78.03,348.58,289.77,0.9124,0
1021,93.06,78.02,348.39,289.71,0.9101,0
1022,93.06,77.53,348.4,289.19,0.9104,0
1023,93.16,77.39,349.03,289.3,0.9124,0
1024,93.34,77.17,349.08,289.13,0.9131,0
1025,93.25,77.07,349.51,289.11,0.9148,0
1026,93.24,76.75,349.7,289.28,0.9154,0
1027,93.42,76.71,348.65,289.29,0.9141,0
1028,93.42,76.69,348.64,289.13,0.9123,0
1029,93.44,76.67,348.68,289.2,0.9121,0
1030,93.44,76.58,348.25,289.37,0.9129,0
1031,93.55,76.52,348.41,289.55,0.9127,0
1032,93.6,76.32,348.01,289.46,0.9122,0
1033,93.56,76.26,347.66,289.61,0.9125,0
1034,93.6,76.03,347.64,289.46,0.9136,0
1035,93.56,76.22,346.74,289.6,0.91,0
1036,93.45,76.13,346.22,289.13,0.9086,0
1037,93.18,76.07,346.53,290.11,0.9108,0
1038,93.07,75.99,346.23,290.08,0.9083,0
1039,93.15,75.75,346.44,289.79,0.911,0
1040,93.24,75.54,347.33,289.47,0.9154,0
1041,93.33,75.57,346.98,289.56,0.9142,0
1042,93.27,75.5,347.03,289.39,0.9157,0
1043,93.38,75.3,348.07,289.31,0.9167,0
1044,93.5,75.03,348.51,289.35,0.9159,0
1045,93.34,74.72,348.18,289.29,0.9155,0
1046,93.38,74.75,348.44,289.31,0.9164,0
1047,93.4,74.63,348.0,289.25,0.9165,0
1048,93.44,74.49,347.88,289.45,0.9171,0
1049,93.5,74.23,347.15,289.5,0.9153,0
1050,93.52,73.86,348.4,289.43,0.9154,0
1051,93.52,73.45,347.18,289.36,0.913,0
1052,93.3,72.76,346.16,289.66,0.9082,0
1053,93.33,72.43,345.92,289.62,0.9064,0
1054,93.46,72.34,345.97,289.6,0.9072,0
1055,93.5,72.19,346.12,289.19,0.9073,0
1056,93.77,71.9,346.31,289.39,0.9026,0
1057,93.77,72.02,346.44,289.19,0.9026,0
1058,93.89,72.41,346.66,290.26,0.901,0
1059,94.02,72.83,347.29,289.79,0.9059,0
1060,94.01,72.38,348.1,289.66,0.9091,0
1061,94.11,72.08,347.29,289.6,0.9104,0
1062,94.02,71.55,347.25,289.6,0.9124,0
1063,93.92,71.7,347.4,289.23,0.9114,0
1064,93.98,71.68,347.63,289.77,0.9125,0
1065,94.24,71.59,347.24,289.13,0.9154,0
1066,93.99,71.5,347.44,289.52,0.9137,0
1067,94.19,70.81,347.27,289.17,0.9153,0
1068,94.25,70.6,348.04,289.11,0.9165,0
1069,94.39,70.34,347.57,288.39,0.9141,0
1070,94.37,70.34,347.05,288.77,0.9132,0
1071,94.33,69.98,346.79,288.53,0.9117,0
1072,94.38,69.94,346.85,288.66,0.9125,0
1073,94.4,68.48,347.6,288.73,0.9148,0
1074,94.27,69.12,347.7,288.5,0.9171,0
1075,94.37,67.78,347.13,288.83,0.9157,0
1076,94.3,68.03,347.99,288.84,0.9178,0
1077,94.43,65.76,347.93,289.58,0.919,0
1078,94.43,65.35,348.7,289.31,0.9196,0
1079,94.36,65.58,348.19,289.14,0.9168,0
1080,94.36,64.97,348.38,288.65,0.9194,0
1081,94.4,64.54,347.69,289.19,0.9153,0
1082,94.52,64.38,347.28,289.65,0.9171,0
1083,94.5,63.84,347.09,289.65,0.9214,0
1084,94.47,63.77,346.75,289.74,0.9208,0
1085,94.5,63.34,345.93,289.82,0.9199,0
1086,94.49,63.23,345.77,290.05,0.9203,0
1087,94.43,63.49,345.47,290.25,0.9196,0
1088,94.53,63.26,347.01,290.04,0.9214,0
1089,94.57,63.05,345.65,289.92,0.9209,0
1090,94.66,62.31,343.8,289.74,0.9188,0
1091,94.69,62.57,344.12,289.9,0.9205,0
1092,94.69,62.46,340.18,290.19,0.9182,0
1093,94.63,62.24,337.52,289.8,0.9191,0
1094,94.66,61.96,335.13,290.06,0.9224,0
1095,94.63,61.73,337.2,289.76,0.9218,0
1096,94.63,61.79,339.9,289.81,0.9214,0
1097,94.56,61.32,339.8,289.8,0.9208,0
1098,94.62,60.82,344.76,290.82,0.9206,0
1099,94.79,60.16,345.35,291.85,0.9237,0
1100,94.79,60.02,345.97,291.99,0.9208,0
1101,94.73,60.0,343.83,291.34,0.9196,0
1102,94.69,60.08,346.92,292.05,0.9219,0
1103,94.71,60.12,346.89,291.97,0.9221,0
1104,94.68,59.78,347.5,291.75,0.9234,0
1105,94.77,59.65,346.73,291.56,0.9202,0
1106,94.72,59.29,347.32,291.52,0.9182,0
1107,94.92,59.23,347.65,291.7,0.9256,0
1108,94.92,59.06,347.56,291.53,0.9251,0
1109,94.93,59.04,347.9,291.58,0.9259,0
1110,95.0,58.8,348.52,291.82,0.925,0
1111,95.15,58.2,348.75,291.1,0.9263,0
1112,95.1,58.04,349.47,291.06,0.9281,0
1113,95.1,58.01,348.08,290.27,0.926,0
1114,95.06,57.73,348.11,290.45,0.9255,0
1115,95.07,57.7,348.33,290.18,0.9255,0
